Id,建築類別,常規分區,街道長度,街道寬度,街道類型,路面狀況,路面平整程度,實用性,街道配置,土地坡度,鄰居,環境2,住宅類型,住宅風格,整體建物品質,整體屋況評分,屋頂風格,屋頂材料,外牆材料,外牆材料2,石磚類型,石磚面積,外部質感,外部現況,地基類型,地下室高度,地下室狀況,地下室在平地牆面高度,地下室品質,地下室面積,第二地下室品質,第二地下室面積,未完工地下室面積,總地下室面積,加溫方式,加溫品質,中央空調,電路狀況,一樓面積,二樓面積,劣質區域面積,生活空間面積,地下室浴室,地下室化妝室,浴室,化妝室,臥室數量,廚房數量,廚房品質,總房數_不含衛浴,住家機能評分,壁爐數量,車庫類型,車庫裝潢,車庫容量,車庫面積,車庫品質,車庫現況,車庫車道,木質地板面積,露臺面積,封閉式門廊,三面外門廊,屏幕通道,泳池面積,其他價值,登載時間 / 月,登載時間 / 年,銷售類型,銷售條件,銷售價格,屋齡,翻修屋齡,車庫庫齡,鄰近鐵路,鄰近幹道,周遭環境
216,20,RL,72.0,10011,1,2,3,3,0,2,NAmes,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,64.0,3,3,CBlock,TA,TA,No,BLQ,360,Unf,0,710,1070,GasA,TA,1,4,1236,0,0,1236,0,1,1,0,2,1,4,6,0,1,Attchd,0,1,447,0,0,2,0,0,0,0,0,0,0,5,2006,WD,Normal,134450,63,24,63.0,0,0,0
217,20,RL,65.0,8450,1,3,3,3,0,2,CollgCr,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,4,3,PConc,Gd,TA,Mn,GLQ,946,Unf,0,490,1436,GasA,Ex,1,4,1436,0,0,1436,1,0,2,0,3,1,4,8,0,0,Attchd,0,2,484,0,0,2,139,98,0,0,0,0,0,4,2008,WD,Normal,210000,16,16,16.0,0,0,0
218,70,RM,57.0,9906,1,3,3,3,0,2,OldTown,Norm,1Fam,2Story,4,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,TA,TA,No,Unf,0,Unf,0,686,686,GasA,Fa,0,4,810,518,0,1328,0,0,1,0,3,1,3,8,0,0,Detchd,0,1,210,0,0,2,0,172,60,0,0,0,0,9,2006,WD,Family,107000,95,70,80.0,0,0,0
219,50,RL,71.8048780487805,15660,1,2,3,3,1,2,Crawfor,Norm,1Fam,1.5Fin,7,9,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,4,4,CBlock,TA,TA,No,BLQ,341,Unf,0,457,798,GasA,Ex,1,4,1137,817,0,1954,0,1,1,1,3,1,4,8,0,2,Attchd,0,2,431,0,0,2,0,119,150,0,0,0,0,5,2008,WD,Normal,311500,81,14,81.0,0,0,0
220,120,RL,43.0,3010,1,3,3,3,0,2,Blmngtn,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,Gd,TA,Av,GLQ,16,Unf,0,1232,1248,GasA,Ex,1,4,1248,0,0,1248,0,0,2,0,2,1,4,5,0,0,Attchd,0,2,438,0,0,2,108,0,0,0,0,0,0,3,2006,New,Partial,167240,15,14,15.0,0,0,0
221,20,RL,73.0,8990,1,2,3,3,0,2,CollgCr,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,Mn,Unf,0,Unf,0,1498,1498,GasA,Ex,1,4,1498,0,0,1498,0,0,2,0,2,1,4,5,0,0,Attchd,0,2,675,0,0,2,351,33,0,0,0,0,0,4,2006,New,Partial,204900,14,14,14.0,0,0,0
222,60,RL,79.87755102040816,8068,1,2,3,3,0,2,Gilbert,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,No,Unf,0,Unf,0,1010,1010,GasA,Ex,1,4,1010,1257,0,2267,0,0,2,1,4,1,4,8,0,1,BuiltIn,0,2,390,0,0,2,120,46,0,0,0,0,0,12,2009,ConLI,Normal,200000,18,18,18.0,0,0,0
223,60,RL,85.0,11475,1,3,3,3,0,2,NWAmes,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,Gd,TA,No,ALQ,550,Unf,0,163,713,GasA,TA,1,4,811,741,0,1552,1,0,2,1,3,1,3,6,0,1,Attchd,0,2,434,0,0,2,209,208,0,0,0,0,0,2,2006,WD,Normal,179900,45,45,45.0,0,0,0
224,20,RL,70.0,10500,1,3,3,3,3,2,NAmes,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,TA,TA,No,ALQ,524,LwQ,180,160,864,GasA,Gd,1,4,864,0,0,864,0,0,1,0,2,1,3,4,0,0,Detchd,0,2,576,0,0,2,216,0,0,0,0,0,0,3,2009,WD,Abnorml,97000,49,49,31.0,0,0,0
225,20,RL,103.0,13472,1,3,3,3,0,2,NridgHt,Norm,1Fam,1Story,10,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,922.0,5,3,PConc,Ex,TA,Gd,GLQ,56,Unf,0,2336,2392,GasA,Ex,1,4,2392,0,0,2392,0,0,2,0,3,1,5,8,0,1,Attchd,0,3,968,0,0,2,248,105,0,0,0,0,0,6,2009,WD,Normal,386250,17,17,17.0,0,0,0
226,160,RM,21.0,1680,1,3,3,3,0,2,BrDale,Norm,Twnhs,2Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,3,3,CBlock,TA,TA,No,Unf,0,Unf,0,630,630,GasA,TA,1,4,630,672,0,1302,0,0,2,1,3,1,3,6,0,0,Detchd,0,1,280,0,0,2,0,0,0,0,0,0,0,5,2009,COD,Abnorml,112000,49,49,29.0,0,0,0
227,60,RL,82.0,9950,1,2,3,3,0,2,NoRidge,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,4,3,PConc,Gd,TA,No,GLQ,565,Unf,0,638,1203,GasA,Ex,1,4,1214,1306,0,2520,0,0,2,1,4,1,4,9,0,1,Attchd,0,3,721,0,0,2,224,114,0,0,0,0,0,6,2007,WD,Abnorml,290000,25,25,25.0,0,0,0
228,160,RM,21.0,1869,1,3,3,3,0,2,BrDale,Norm,Twnhs,2Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,3,3,CBlock,TA,TA,No,Rec,321,Unf,0,162,483,GasA,TA,1,4,483,504,0,987,0,0,1,1,2,1,3,5,0,0,Detchd,0,1,280,0,0,2,0,0,0,0,0,0,0,9,2008,WD,Normal,106000,50,50,33.0,0,0,0
229,20,RL,70.0,8521,1,3,3,3,3,2,Sawyer,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,TA,TA,No,ALQ,842,Unf,0,70,912,GasA,TA,1,4,912,0,0,912,0,0,1,0,3,1,3,5,0,1,Detchd,0,1,336,0,0,2,0,0,0,0,0,0,0,5,2010,WD,Normal,125000,53,53,46.0,0,0,0
230,120,RL,43.0,3182,1,3,3,3,0,2,Blmngtn,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,Gd,TA,Av,GLQ,16,Unf,0,1357,1373,GasA,Ex,1,4,1555,0,0,1555,0,0,2,0,2,1,4,7,0,1,Attchd,0,2,430,0,0,2,143,20,0,0,0,0,0,5,2009,WD,Normal,192500,15,14,15.0,0,0,0
231,20,RL,73.0,8760,1,3,3,3,0,2,NAmes,Norm,1Fam,1Story,6,6,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,3,3,CBlock,TA,TA,No,Unf,0,Unf,0,1194,1194,GasA,TA,1,4,1194,0,0,1194,1,0,1,0,3,1,3,6,0,0,Attchd,0,1,312,0,0,2,0,0,120,0,0,0,0,4,2010,WD,Normal,148000,61,61,61.0,0,0,0
232,60,RL,174.0,15138,1,2,3,3,0,2,NoRidge,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,4,3,PConc,Gd,TA,No,GLQ,689,Unf,0,773,1462,GasA,Ex,1,4,1490,1304,0,2794,1,0,2,1,4,1,5,9,0,1,Attchd,0,3,810,0,0,2,0,146,202,0,0,0,0,7,2009,WD,Normal,403000,25,24,25.0,0,0,0
233,160,RM,21.0,1680,1,3,3,3,0,2,BrDale,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,297.0,3,3,CBlock,TA,TA,No,Unf,0,Unf,0,483,483,GasA,TA,1,4,483,504,0,987,0,0,1,1,2,1,3,5,0,1,Attchd,0,1,288,0,0,2,0,0,0,0,0,0,0,6,2006,WD,Normal,94500,48,48,48.0,0,0,0
234,20,RL,75.0,10650,1,3,3,3,1,2,CollgCr,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,TA,Gd,Av,LwQ,182,ALQ,712,0,894,GasA,TA,1,4,894,0,0,894,1,0,1,0,3,1,3,5,0,0,Attchd,0,1,308,0,0,2,365,0,0,0,0,0,0,2,2010,WD,Normal,128200,44,44,44.0,0,0,0
236,160,RM,21.0,1680,1,3,3,3,0,2,BrDale,Norm,TwnhsE,2Story,6,3,Gable,CompShg,HdBoard,HdBoard,BrkFace,604.0,3,3,CBlock,TA,TA,No,ALQ,358,Unf,0,125,483,GasA,TA,1,4,483,504,0,987,0,0,1,1,2,1,3,5,0,0,Detchd,0,1,264,0,0,2,0,0,0,0,0,0,0,8,2008,WD,Normal,89500,49,49,49.0,0,0,0
237,20,RL,65.0,8773,1,3,3,3,3,2,CollgCr,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,98.0,4,3,PConc,Gd,TA,Av,GLQ,24,Unf,0,1390,1414,GasA,Ex,1,4,1414,0,0,1414,0,0,2,0,3,1,4,6,0,0,Attchd,0,2,494,0,0,2,132,105,0,0,0,0,0,5,2010,WD,Normal,185500,16,16,16.0,0,0,0
238,60,RL,71.5,9453,1,2,3,3,2,2,SawyerW,Norm,1Fam,2Story,7,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,Gd,TA,No,BLQ,402,Unf,0,594,996,GasA,Ex,1,4,1014,730,0,1744,0,0,2,1,3,1,4,7,0,0,Attchd,0,2,457,0,0,2,370,70,0,238,0,0,0,2,2010,WD,Normal,194500,27,17,27.0,1,0,0
239,20,RL,93.0,12030,1,3,3,3,0,2,NridgHt,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,254.0,5,3,PConc,Ex,TA,No,Unf,0,Unf,0,1694,1694,GasA,Ex,1,4,1694,0,0,1694,0,0,2,0,3,1,4,7,0,0,Attchd,0,3,818,0,0,2,168,228,0,0,0,0,0,12,2007,New,Partial,318000,13,13,13.0,0,0,0
240,50,RL,52.0,8741,1,3,3,3,0,2,Edwards,Norm,1Fam,1.5Fin,6,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,TA,Fa,No,LwQ,94,Unf,0,641,735,GasA,TA,1,3,798,689,0,1487,0,0,1,1,3,1,3,7,0,1,Detchd,0,1,220,0,0,2,0,140,0,0,0,0,0,4,2010,WD,Normal,113000,75,70,71.0,0,0,0
241,20,FV,75.0,9000,1,3,3,3,0,2,Somerst,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,4,3,PConc,Gd,TA,Av,GLQ,1078,Unf,0,488,1566,GasA,Ex,1,4,1566,0,0,1566,1,0,2,0,3,1,4,7,0,0,Attchd,0,2,750,0,0,2,144,168,0,0,0,0,0,4,2010,WD,Normal,262500,12,12,12.0,0,0,0
243,50,RM,63.0,5000,1,3,3,3,1,2,OldTown,Norm,1Fam,1.5Fin,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,TA,TA,No,Unf,0,Unf,0,540,540,GasA,Gd,0,3,889,551,0,1440,0,0,1,0,3,1,3,6,0,0,Attchd,0,1,352,0,0,2,0,0,77,0,0,0,0,4,2006,WD,Normal,79000,120,70,80.0,0,0,0
244,160,RL,75.0,10762,1,3,3,3,1,2,SawyerW,Norm,TwnhsE,2Story,6,6,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,Gd,TA,No,Unf,0,Unf,0,626,626,GasA,TA,1,4,626,591,0,1217,0,0,1,1,3,1,3,6,0,1,Attchd,0,1,288,0,0,2,0,28,0,0,0,0,0,4,2009,WD,Normal,120000,40,40,40.0,0,0,0
245,60,RL,71.5,8880,1,2,3,3,0,2,SawyerW,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,No,GLQ,695,Unf,0,253,948,GasA,Ex,1,4,1222,888,0,2110,1,0,2,1,3,1,4,8,0,2,Attchd,0,2,463,0,0,2,0,130,0,0,0,0,0,5,2010,WD,Normal,205000,26,18,26.0,0,0,0
246,20,RL,80.0,10400,1,3,3,3,0,2,NWAmes,Norm,1Fam,1Story,7,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,3,3,CBlock,Gd,TA,Av,GLQ,929,Unf,0,916,1845,GasA,Gd,1,4,1872,0,0,1872,0,1,2,0,3,1,3,6,0,1,Attchd,0,2,604,0,0,2,197,39,0,0,0,0,0,6,2006,WD,Normal,241500,32,32,32.0,0,0,0
247,190,RM,69.0,9142,1,3,3,3,0,2,OldTown,Norm,2fmCon,2Story,6,8,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,2,Stone,Fa,TA,No,Unf,0,Unf,0,1020,1020,GasA,Gd,0,1,908,1020,0,1928,0,0,2,0,4,2,2,9,0,0,Detchd,0,1,440,0,0,2,0,60,112,0,0,0,0,4,2006,WD,Normal,137000,110,70,110.0,0,0,0
248,20,RL,75.0,11310,1,3,3,3,0,2,NAmes,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,BrkFace,None,0.0,3,3,CBlock,TA,TA,No,Unf,0,Unf,0,1367,1367,GasA,Ex,1,4,1375,0,0,1375,0,0,1,0,2,1,3,5,0,1,Attchd,0,2,451,0,0,2,0,30,0,0,0,0,0,6,2006,WD,Normal,140000,66,66,66.0,0,0,0
249,60,RL,72.0,11317,1,3,3,3,0,2,CollgCr,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,4,3,PConc,Gd,TA,No,Unf,0,Unf,0,840,840,GasA,Ex,1,4,840,828,0,1668,0,0,2,1,3,1,4,8,0,0,Attchd,0,2,500,0,0,2,144,68,0,0,0,0,0,9,2007,WD,Normal,180000,17,17,17.0,0,0,0
250,50,RL,83.46153846153847,159000,1,1,0,3,2,0,ClearCr,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,4,3,CBlock,Gd,TA,Gd,Rec,697,Unf,0,747,1444,GasA,Gd,1,4,1444,700,0,2144,0,1,2,0,4,1,4,7,0,2,Attchd,0,2,389,0,0,2,0,98,0,0,0,0,500,6,2007,WD,Normal,277000,62,14,62.0,0,0,0
252,120,RM,44.0,4750,1,2,1,3,0,1,Crawfor,Norm,TwnhsE,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,481.0,4,3,PConc,Gd,TA,Gd,GLQ,1573,Unf,0,0,1573,GasA,Ex,1,4,1625,0,0,1625,1,1,2,0,2,1,4,5,0,1,Attchd,0,2,538,0,0,2,123,0,0,0,153,0,0,12,2007,WD,Family,235000,14,13,14.0,0,0,0
253,60,RL,65.0,8366,1,2,3,3,0,2,SawyerW,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,No,Unf,0,Unf,0,798,798,GasA,Ex,1,4,798,842,0,1640,0,0,2,1,3,1,4,6,0,0,Attchd,0,2,520,0,0,2,138,45,0,0,0,0,0,12,2008,WD,Normal,173000,16,16,16.0,0,0,0
254,80,RL,85.0,9350,1,3,3,3,0,2,NAmes,Norm,1Fam,SLvl,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,3,3,CBlock,Gd,TA,Gd,LwQ,270,ALQ,580,452,1302,GasA,Ex,1,4,1302,0,0,1302,0,1,2,0,3,1,4,7,0,0,Attchd,0,1,309,0,0,2,333,0,0,0,0,0,0,10,2007,CWD,Normal,158000,56,29,56.0,0,0,0
255,20,RL,70.0,8400,1,3,3,3,0,2,NAmes,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,TA,TA,No,Rec,922,Unf,0,392,1314,GasA,TA,1,4,1314,0,0,1314,1,0,1,0,3,1,3,5,0,0,Attchd,0,1,294,0,0,2,250,0,0,0,0,0,0,6,2010,WD,Normal,145000,63,63,63.0,0,0,0
256,60,RL,66.0,8738,1,2,3,3,0,2,Gilbert,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,4,3,PConc,Gd,TA,No,Unf,0,Unf,0,975,975,GasA,Ex,1,4,1005,1286,0,2291,0,0,2,1,4,1,4,8,0,1,BuiltIn,0,2,429,0,0,2,192,0,0,0,0,0,0,2,2006,WD,Normal,230000,21,21,21.0,0,0,0
257,60,FV,64.0,8791,1,2,3,3,0,2,Somerst,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,No,Rec,503,Unf,0,361,864,GasA,Ex,1,4,864,864,0,1728,0,0,2,1,3,1,4,7,0,0,Attchd,0,2,673,0,0,2,216,56,0,0,0,0,0,5,2008,WD,Normal,207500,17,17,17.0,0,0,0
258,20,RL,68.0,8814,1,3,3,3,0,2,CollgCr,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,180.0,4,3,PConc,Gd,TA,No,GLQ,1334,Unf,0,270,1604,GasA,Ex,1,4,1604,0,0,1604,1,0,2,1,3,1,4,8,0,1,Attchd,0,2,660,0,0,2,123,110,0,0,0,0,0,3,2009,WD,Abnorml,220000,14,14,14.0,0,0,0
259,60,RL,80.0,12435,1,3,3,3,0,2,CollgCr,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,4,3,PConc,Gd,TA,No,GLQ,361,Unf,0,602,963,GasA,Ex,1,4,963,829,0,1792,0,0,2,1,3,1,4,7,0,1,Attchd,0,2,564,0,0,2,0,96,0,245,0,0,0,5,2008,WD,Normal,231500,19,19,19.0,0,0,0
261,80,RL,120.0,19296,1,3,3,3,1,2,NAmes,Norm,1Fam,SLvl,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,399.0,3,3,CBlock,TA,TA,Gd,Rec,672,ALQ,690,0,1362,GasA,TA,1,4,1382,0,0,1382,1,0,1,0,3,1,3,6,0,1,Attchd,0,2,884,0,0,2,0,0,252,0,0,0,0,5,2009,WD,Normal,176000,58,58,29.0,0,1,0
262,60,RL,69.0,9588,1,2,3,3,0,2,CollgCr,Norm,1Fam,2Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,270.0,4,3,PConc,Ex,TA,No,Unf,0,Unf,0,1482,1482,GasA,Ex,1,4,1482,1092,0,2574,0,0,2,1,3,1,5,10,0,1,BuiltIn,0,3,868,0,0,2,0,148,0,0,0,0,0,11,2007,New,Partial,276000,13,13,13.0,0,0,0
263,80,RL,88.0,8471,1,2,3,3,1,2,Sawyer,Norm,1Fam,SLvl,6,7,Gable,CompShg,HdBoard,Plywood,BrkFace,46.0,3,3,CBlock,Gd,Gd,Av,ALQ,506,Unf,0,0,506,GasA,TA,1,4,1212,0,0,1212,1,0,1,0,3,1,3,6,0,1,Attchd,0,2,492,0,0,2,292,12,0,0,0,0,0,7,2006,WD,Normal,151000,43,25,42.0,0,0,0
264,50,RM,50.0,5500,1,3,3,3,1,2,OldTown,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,TA,TA,No,LwQ,234,ALQ,692,0,926,GasA,TA,1,4,926,0,390,1316,1,0,1,0,3,1,3,6,0,0,Detchd,0,2,484,0,0,2,0,0,0,0,0,0,0,4,2010,WD,Normal,130000,91,19,46.0,0,0,0
265,30,RM,30.0,5232,1,0,2,3,0,2,OldTown,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,Fa,TA,No,Unf,0,Unf,0,680,680,GasA,Gd,0,1,764,0,0,764,0,0,1,0,2,1,3,4,0,0,Detchd,0,2,504,0,0,0,0,0,0,0,0,0,0,6,2008,WD,Normal,73000,95,16,55.0,0,1,0
266,20,RL,78.0,12090,1,2,3,3,0,2,NWAmes,Norm,1Fam,1Story,6,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,3,4,CBlock,Gd,TA,No,GLQ,588,LwQ,228,606,1422,GasA,TA,1,4,1422,0,0,1422,0,0,2,0,3,1,4,7,0,1,Attchd,0,2,576,0,0,2,276,0,0,0,0,0,0,6,2008,WD,Normal,175500,39,39,39.0,0,0,0
267,60,RL,70.0,11207,1,2,1,3,3,2,Gilbert,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,Gd,TA,Av,GLQ,714,Unf,0,88,802,GasA,Gd,1,4,802,709,0,1511,1,0,2,1,3,1,3,8,0,1,Attchd,0,2,413,0,0,2,95,75,0,0,0,0,0,6,2006,WD,Normal,185000,23,23,23.0,0,0,0
268,75,RL,60.0,8400,1,3,2,3,0,1,SWISU,Norm,1Fam,2.5Fin,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,TA,TA,No,LwQ,378,Unf,0,342,720,GasA,Ex,1,4,1052,720,420,2192,0,0,2,1,4,1,4,8,0,1,Detchd,0,1,240,0,0,2,262,24,0,0,0,0,0,7,2008,WD,Normal,179500,81,23,81.0,0,0,0
269,30,RM,71.0,6900,1,3,3,3,0,2,IDOTRR,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,TA,TA,No,ALQ,403,Rec,125,212,740,GasA,Ex,1,4,778,0,0,778,0,0,1,0,2,1,3,4,0,1,Detchd,0,1,924,0,0,2,0,25,0,0,0,0,0,2,2008,WD,Normal,120500,80,65,54.0,0,0,0
270,20,RL,68.21739130434783,7917,1,2,3,3,1,2,Edwards,Norm,1Fam,1Story,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,3,4,CBlock,TA,Gd,No,BLQ,751,Unf,0,392,1143,GasA,TA,1,4,1113,0,0,1113,1,0,1,1,3,1,3,6,0,1,Attchd,0,1,504,0,0,2,370,30,0,0,0,0,0,5,2007,WD,Normal,148000,44,44,33.0,0,0,0
271,60,FV,84.0,10728,1,3,3,3,0,2,Somerst,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,Mn,Unf,0,Unf,0,1095,1095,GasA,Gd,1,4,1095,844,0,1939,0,0,2,1,3,1,4,8,0,1,Attchd,0,3,1053,0,0,2,192,51,0,0,0,0,0,8,2006,New,Partial,266000,14,14,14.0,0,0,0
272,20,RL,73.0,39104,1,2,0,3,2,0,ClearCr,Norm,1Fam,1Story,7,7,Flat,Membran,Plywood,Plywood,None,0.0,3,3,CBlock,Gd,TA,Gd,LwQ,226,GLQ,1063,96,1385,GasA,Ex,1,4,1363,0,0,1363,1,0,1,0,2,1,3,5,0,2,Attchd,0,2,439,0,0,2,81,0,0,0,0,0,0,4,2008,WD,Normal,241500,66,15,66.0,0,0,0
273,60,RL,92.0,11764,1,2,3,3,2,2,NoRidge,Norm,1Fam,2Story,8,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,4,3,PConc,Gd,TA,No,GLQ,524,Unf,0,628,1152,GasA,Ex,1,4,1164,1106,0,2270,0,0,2,1,4,1,4,9,0,1,Attchd,0,3,671,0,0,2,132,57,0,0,0,0,0,4,2010,WD,Normal,290000,21,13,21.0,0,0,0
274,20,RL,80.0,9600,1,3,3,3,0,2,NAmes,Norm,1Fam,1Story,6,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,3,3,CBlock,TA,TA,No,Rec,620,LwQ,620,0,1240,GasA,Gd,1,4,1632,0,0,1632,1,0,2,0,3,1,3,6,0,1,Attchd,0,1,338,0,0,2,289,0,0,0,0,0,0,4,2009,WD,Normal,139000,62,32,62.0,0,0,0
275,20,RL,76.0,8314,1,3,3,3,1,2,Mitchel,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,ImStucc,None,0.0,3,3,CBlock,TA,TA,Gd,ALQ,546,Unf,0,270,816,GasA,TA,1,4,816,0,0,816,0,0,1,0,2,1,3,5,0,0,Attchd,0,1,264,0,0,2,168,0,0,0,0,0,0,6,2007,WD,Normal,124500,38,38,38.0,0,0,0
276,50,RL,55.0,7264,1,3,3,3,0,2,BrkSide,Norm,1Fam,1.5Fin,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,TA,TA,No,Unf,0,Unf,0,952,952,GasW,Gd,0,4,952,596,0,1548,0,0,2,1,3,1,5,5,0,0,Detchd,0,2,672,0,0,2,74,0,0,0,144,0,0,10,2009,WD,Normal,205000,95,13,42.0,0,0,0
277,20,RL,129.0,9196,1,2,3,3,0,2,Mitchel,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Ex,TA,No,Unf,0,Unf,0,1560,1560,GasA,Ex,1,4,1560,0,0,1560,0,0,2,0,3,1,4,7,0,0,Attchd,0,2,573,0,0,2,100,150,0,0,0,0,0,4,2010,WD,Normal,201000,17,17,17.0,0,0,0
278,20,RL,140.0,19138,1,3,3,3,1,2,Gilbert,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,TA,TA,No,LwQ,120,Unf,0,744,864,GasA,Ex,1,4,864,0,0,864,0,0,1,0,2,1,3,4,0,0,Detchd,0,2,400,0,0,2,0,0,0,0,0,0,0,6,2010,WD,Normal,141000,69,69,69.0,0,0,0
279,20,RL,107.0,14450,1,3,3,3,0,2,NridgHt,Norm,1Fam,1Story,9,5,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,5,3,PConc,Ex,TA,Gd,Unf,0,Unf,0,2121,2121,GasA,Ex,1,4,2121,0,0,2121,0,0,2,1,3,1,5,8,0,1,Attchd,0,3,732,0,0,2,124,98,0,0,142,0,0,5,2007,New,Partial,415298,14,13,13.0,0,0,0
280,60,RL,83.0,10005,1,3,3,3,0,2,ClearCr,Norm,1Fam,2Story,7,5,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,3,3,CBlock,Gd,TA,No,BLQ,392,Unf,0,768,1160,GasA,Ex,1,4,1156,866,0,2022,0,0,2,1,4,1,3,8,0,1,Attchd,0,2,505,0,0,2,288,117,0,0,0,0,0,3,2008,WD,Normal,192000,43,43,43.0,0,0,0
281,60,RL,82.0,11287,1,3,3,3,0,2,SawyerW,Norm,1Fam,2Story,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,4,3,CBlock,Gd,TA,Av,GLQ,421,Unf,0,386,807,GasA,Gd,1,4,1175,807,0,1982,0,0,2,1,3,1,4,7,0,1,Attchd,0,2,575,0,0,2,0,84,0,196,0,0,0,1,2007,WD,Normal,228500,31,31,31.0,0,0,0
