Id,街道長度,街道寬度,街道類型,路面狀況,路面平整程度,實用性,街道配置,土地坡度,整體建物品質,整體屋況評分,石磚面積,外部質感,外部現況,加溫品質,中央空調,電路狀況,劣質區域面積,臥室數量,廚房數量,廚房品質,總房數_不含衛浴,壁爐數量,壁爐品質,車庫容量,車庫面積,車庫車道,其他價值,登載時間 / 月,登載時間 / 年,銷售價格,屋齡含翻修,車庫庫齡,鄰近鐵路,鄰近幹道,周遭環境,總面積,二樓,地下室,門廊面積總和,泳池,浴室數量,每m2售價,建築類別_20,建築類別_30,建築類別_40,建築類別_45,建築類別_50,建築類別_60,建築類別_70,建築類別_75,建築類別_80,建築類別_85,建築類別_90,建築類別_120,建築類別_160,建築類別_180,建築類別_190,常規分區_C (all),常規分區_FV,常規分區_RH,常規分區_RL,常規分區_RM,鄰居_Blmngtn,鄰居_Blueste,鄰居_BrDale,鄰居_BrkSide,鄰居_ClearCr,鄰居_CollgCr,鄰居_Crawfor,鄰居_Edwards,鄰居_Gilbert,鄰居_IDOTRR,鄰居_MeadowV,鄰居_Mitchel,鄰居_NAmes,鄰居_NPkVill,鄰居_NWAmes,鄰居_NoRidge,鄰居_NridgHt,鄰居_OldTown,鄰居_SWISU,鄰居_Sawyer,鄰居_SawyerW,鄰居_Somerst,鄰居_StoneBr,鄰居_Timber,鄰居_Veenker,住宅類型_1Fam,住宅類型_2fmCon,住宅類型_Duplex,住宅類型_Twnhs,住宅類型_TwnhsE,住宅風格_1.5Fin,住宅風格_1.5Unf,住宅風格_1Story,住宅風格_2.5Fin,住宅風格_2.5Unf,住宅風格_2Story,住宅風格_SFoyer,住宅風格_SLvl,屋頂風格_Flat,屋頂風格_Gable,屋頂風格_Gambrel,屋頂風格_Hip,屋頂風格_Mansard,屋頂風格_Shed,屋頂材料_ClyTile,屋頂材料_CompShg,屋頂材料_Membran,屋頂材料_Metal,屋頂材料_Roll,屋頂材料_Tar&Grv,屋頂材料_WdShake,屋頂材料_WdShngl,外牆材料_AsbShng,外牆材料_AsphShn,外牆材料_BrkComm,外牆材料_BrkFace,外牆材料_CBlock,外牆材料_CemntBd,外牆材料_HdBoard,外牆材料_ImStucc,外牆材料_MetalSd,外牆材料_Plywood,外牆材料_Stone,外牆材料_Stucco,外牆材料_VinylSd,外牆材料_Wd Sdng,外牆材料_WdShing,外牆材料2_AsbShng,外牆材料2_AsphShn,外牆材料2_Brk Cmn,外牆材料2_BrkFace,外牆材料2_CBlock,外牆材料2_CmentBd,外牆材料2_HdBoard,外牆材料2_ImStucc,外牆材料2_MetalSd,外牆材料2_Other,外牆材料2_Plywood,外牆材料2_Stone,外牆材料2_Stucco,外牆材料2_VinylSd,外牆材料2_Wd Sdng,外牆材料2_Wd Shng,石磚類型_BrkCmn,石磚類型_BrkFace,石磚類型_None,石磚類型_Stone,地基類型_BrkTil,地基類型_CBlock,地基類型_PConc,地基類型_Slab,地基類型_Stone,地基類型_Wood,加溫方式_Floor,加溫方式_GasA,加溫方式_GasW,加溫方式_Grav,加溫方式_OthW,加溫方式_Wall,車庫類型_2Types,車庫類型_Attchd,車庫類型_Basment,車庫類型_BuiltIn,車庫類型_CarPort,車庫類型_Detchd,車庫類型_No Garage,銷售類型_COD,銷售類型_CWD,銷售類型_Con,銷售類型_ConLD,銷售類型_ConLI,銷售類型_ConLw,銷售類型_New,銷售類型_Oth,銷售類型_WD,銷售條件_Abnorml,銷售條件_AdjLand,銷售條件_Alloca,銷售條件_Family,銷售條件_Normal,銷售條件_Partial
336,80.13333333333334,164660,0,2,1,3,1,0,5,6,0.0,3,3,4,1,4,0,3,1,3,7,2,4,2,529,2,700,8,2008,228950,55.0,55.0,0,0,0,3285,1,1,670,0,4.0,69.69558599695586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
337,86.0,14157,1,2,1,3,1,2,9,5,200.0,4,3,4,1,4,0,3,1,4,8,1,4,3,676,2,0,7,2007,377426,14.5,15.0,0,0,0,3844,0,1,229,0,3.0,98.18574401664932,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
338,70.0,9135,1,3,3,3,0,2,7,5,113.0,4,3,4,1,4,0,3,1,4,7,0,0,2,532,2,0,12,2008,214000,17.5,18.0,0,0,0,3072,0,1,266,0,3.0,69.66145833333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
339,91.0,14145,1,3,3,3,1,2,7,7,0.0,4,3,4,1,4,0,3,1,4,8,0,0,2,440,2,400,5,2006,202500,29.0,36.0,0,0,0,2829,0,1,153,0,3.0,71.58006362672323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
340,66.0,12400,1,2,3,3,0,2,6,7,176.0,3,3,2,1,3,0,3,1,3,6,0,0,1,297,2,0,6,2009,155000,42.0,62.0,0,0,0,2430,0,1,234,0,1.0,63.78600823045267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
341,85.0,14191,1,3,3,3,0,2,8,5,0.0,4,3,4,1,4,0,4,1,4,9,0,0,2,431,2,0,4,2010,202900,18.0,18.0,0,0,0,2875,1,1,135,0,2.5,70.57391304347826,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
342,60.0,8400,1,3,3,3,0,2,4,4,0.0,2,2,3,1,4,0,2,1,3,4,0,0,1,294,0,0,9,2009,82000,70.0,70.0,0,0,0,1562,0,1,274,0,1.0,52.49679897567221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
343,76.46236559139786,8544,1,3,3,3,0,2,3,4,340.0,3,3,1,0,3,0,2,2,3,6,0,0,2,400,2,0,5,2006,87500,70.5,71.0,0,0,0,1040,0,0,0,0,2.0,84.13461538461539,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
344,63.0,8849,1,2,3,3,0,2,9,5,616.0,5,3,4,1,4,0,2,1,5,6,1,5,2,564,2,0,7,2008,266000,15.0,15.0,0,0,0,3368,0,1,567,0,2.0,78.97862232779097,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
345,36.0,2592,1,3,3,3,0,2,5,3,0.0,3,3,2,1,4,0,3,1,3,4,0,0,1,336,2,0,4,2010,85000,44.0,44.0,0,0,0,1648,1,1,182,0,1.5,51.577669902912625,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
346,65.0,6435,1,3,3,3,0,2,6,5,0.0,3,3,3,1,4,0,3,1,2,6,1,4,1,312,2,0,10,2006,140200,75.5,81.0,0,0,0,2549,1,1,0,0,1.0,55.00196155355041,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
347,76.46236559139786,12772,1,2,3,3,2,2,6,8,0.0,3,4,2,1,4,0,2,1,3,5,0,0,1,301,2,15500,4,2007,151500,41.0,60.0,0,0,0,1916,0,1,0,0,1.0,79.07098121085595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
348,76.46236559139786,17600,1,2,3,3,0,2,6,5,30.0,3,3,4,1,3,0,3,1,3,6,2,4,2,498,2,0,12,2009,157500,60.0,60.0,0,0,0,2956,0,1,40,0,3.0,53.28146143437077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
349,36.0,2448,1,3,3,3,0,2,7,5,106.0,4,3,4,1,4,0,2,1,4,6,0,0,2,474,2,0,10,2008,154000,16.5,17.0,0,0,0,2390,1,1,27,0,3.5,64.43514644351464,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
350,56.0,20431,1,1,3,3,0,2,9,5,870.0,5,3,4,1,4,0,4,1,5,10,2,5,3,706,2,0,4,2006,437154,14.5,14.0,0,0,0,4576,1,1,0,0,3.5,95.5319055944056,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
351,68.0,7820,1,2,3,3,0,2,9,5,362.0,5,3,4,1,4,0,2,1,5,6,1,4,2,617,2,0,12,2007,318061,13.0,13.0,0,0,0,3738,0,1,264,0,2.0,85.08855002675227,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
352,83.46153846153847,5271,1,2,0,3,0,1,7,5,0.0,3,3,3,1,4,0,2,1,4,6,1,3,2,445,2,0,12,2006,190000,34.0,34.0,0,0,0,2906,0,1,264,0,2.5,65.3819683413627,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
353,60.0,9084,1,3,3,3,0,2,5,6,0.0,3,3,2,0,4,0,3,1,3,5,0,0,1,200,2,0,3,2008,95000,74.5,79.0,0,1,0,1727,1,1,48,0,1.5,55.00868558193399,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
354,60.0,8520,1,3,3,3,0,2,6,8,0.0,3,4,3,1,4,0,2,1,3,5,0,0,2,484,2,0,5,2010,105900,54.5,15.0,0,0,0,1344,0,1,106,0,1.0,78.79464285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
355,60.0,8400,1,3,2,3,0,2,6,5,0.0,3,3,4,1,4,0,2,1,3,6,2,4,1,240,2,0,6,2006,140000,50.0,80.0,0,0,0,2535,1,1,108,0,1.0,55.226824457593686,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
356,105.0,11249,1,1,3,3,0,2,6,5,0.0,4,4,4,1,4,0,3,1,4,6,0,0,2,521,2,0,8,2007,177500,25.0,25.0,0,0,0,2400,0,1,26,0,3.0,73.95833333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
357,79.87755102040816,9248,1,2,3,3,0,2,6,6,106.0,3,3,3,1,4,0,3,1,4,6,0,0,2,400,2,0,7,2009,173000,28.0,28.0,0,0,0,2325,0,1,146,0,3.0,74.40860215053763,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
358,44.0,4224,1,3,3,3,0,2,5,5,0.0,3,3,2,1,4,0,3,1,3,6,1,1,2,528,2,0,8,2007,134000,44.0,44.0,0,0,0,2284,0,1,626,0,2.5,58.66900175131349,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
359,92.0,6930,1,2,3,3,0,2,5,4,120.0,3,3,4,1,2,0,3,1,4,6,0,0,1,288,2,0,7,2006,130000,62.0,62.0,0,0,0,2414,0,1,462,0,1.5,53.852526926263465,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
360,78.0,12011,1,2,3,3,2,2,8,5,530.0,4,3,4,1,4,0,3,1,4,7,1,3,2,592,2,0,6,2006,280000,22.0,22.0,0,0,0,3010,1,1,657,0,3.5,93.02325581395348,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
361,70.08333333333333,7540,1,2,3,3,2,2,6,6,0.0,3,3,4,1,4,0,2,1,3,5,1,3,2,470,2,0,6,2007,156000,42.0,42.0,0,0,0,1800,0,1,192,0,2.0,86.66666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
362,57.509803921568626,9144,1,3,3,3,0,2,5,5,0.0,3,3,3,1,4,0,3,1,3,8,0,0,1,240,0,0,7,2008,145000,59.0,80.0,0,0,0,2388,1,1,0,0,2.0,60.72026800670017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
363,64.0,7301,1,3,3,3,1,2,7,5,500.0,4,3,4,1,4,0,4,1,4,7,1,5,2,672,2,0,7,2009,198500,17.0,17.0,0,0,0,1922,1,0,177,0,3.0,103.27783558792925,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
364,21.0,1680,1,3,3,3,0,2,6,8,510.0,3,3,3,1,4,0,2,1,4,5,0,0,1,264,2,0,5,2009,118000,30.5,48.0,0,0,0,1470,1,1,250,0,1.5,80.27210884353741,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
365,81.28888888888889,18800,1,2,3,3,3,2,6,5,120.0,3,3,2,1,4,0,3,1,3,6,1,3,2,566,2,0,7,2006,190000,44.0,44.0,0,0,0,2370,1,1,417,0,3.5,80.16877637130801,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
366,59.0,10690,1,3,3,3,0,2,5,7,0.0,3,4,3,1,3,0,3,1,3,6,0,0,1,468,2,0,7,2009,147000,61.5,56.0,0,0,0,2016,1,1,346,0,1.0,72.91666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
